Date,España,Colombia,Italia
2021-12-11 00:00:00+00:00,5290190,5091508,5206305
2021-12-12 00:00:00+00:00,5290190,5093534,5225517
2021-12-13 00:00:00+00:00,5339992,5095821,5238221
2021-12-14 00:00:00+00:00,5366128,5097680,5258886
2021-12-15 00:00:00+00:00,5393268,5099746,5282076
2021-12-16 00:00:00+00:00,5422168,5101466,5308180
2021-12-17 00:00:00+00:00,5455527,5103269,5336795
2021-12-18 00:00:00+00:00,5455527,5105285,5364852
2021-12-19 00:00:00+00:00,5455527,5107323,5389155
2021-12-20 00:00:00+00:00,5535231,5109022,5405360
2021-12-21 00:00:00+00:00,5585054,5110788,5436143
2021-12-22 00:00:00+00:00,5645095,5112719,5472469
2021-12-23 00:00:00+00:00,5718007,5115194,5517054
2021-12-24 00:00:00+00:00,5718007,5118254,5567644
2021-12-25 00:00:00+00:00,5718007,5121668,5622431
2021-12-26 00:00:00+00:00,5718007,5124690,5647313
2021-12-27 00:00:00+00:00,5932626,5127971,5678112
2021-12-28 00:00:00+00:00,6032297,5132277,5756412
2021-12-29 00:00:00+00:00,6133057,5138603,5854428
2021-12-30 00:00:00+00:00,6294745,5147039,5981428
2021-12-31 00:00:00+00:00,6294745,5157440,6125683
2022-01-01 00:00:00+00:00,6294745,5169855,6266939
2022-01-02 00:00:00+00:00,6294745,5181173,6328076
2022-01-03 00:00:00+00:00,6667511,5191021,6396110
2022-01-04 00:00:00+00:00,6785286,5203374,6566947
2022-01-05 00:00:00+00:00,6922466,5219633,6756035
2022-01-06 00:00:00+00:00,6922466,5242672,6975465
2022-01-07 00:00:00+00:00,7164906,5268862,7083762
2022-01-08 00:00:00+00:00,7164906,5300032,7281297
2022-01-09 00:00:00+00:00,7164906,5330662,7436939
2022-01-10 00:00:00+00:00,7457300,5357767,7554344
2022-01-11 00:00:00+00:00,7592242,5380841,7774863
2022-01-12 00:00:00+00:00,7771367,5410698,7971068
2022-01-13 00:00:00+00:00,7930528,5440981,8155645
2022-01-14 00:00:00+00:00,8093036,5475904,8356514
2022-01-15 00:00:00+00:00,8093036,5511479,8549450
2022-01-16 00:00:00+00:00,8093036,5543796,8706915
2022-01-17 00:00:00+00:00,8424503,5568068,8790302
2022-01-18 00:00:00+00:00,8518975,5596917,9018425
2022-01-19 00:00:00+00:00,8676916,5624520,9219391
2022-01-20 00:00:00+00:00,8834363,5655026,9418256
2022-01-21 00:00:00+00:00,8975458,5686065,9603856
2022-01-22 00:00:00+00:00,8975458,5714092,9781191
2022-01-23 00:00:00+00:00,8975458,5740179,9923678
2022-01-24 00:00:00+00:00,9280890,5761398,10001344
2022-01-25 00:00:00+00:00,9395767,5780910,10212621
2022-01-26 00:00:00+00:00,9529320,5798799,10383561
2022-01-27 00:00:00+00:00,9660208,5816462,10539601
2022-01-28 00:00:00+00:00,9779130,5837408,10683948
2022-01-29 00:00:00+00:00,9779130,5855858,10821375
2022-01-30 00:00:00+00:00,9779130,5871977,10925485
2022-01-31 00:00:00+00:00,9961253,5887261,10983116
2022-02-01 00:00:00+00:00,10039126,5901715,11116422
2022-02-02 00:00:00+00:00,10125348,5916825,11235745
2022-02-03 00:00:00+00:00,10199716,5930393,11348701
2022-02-04 00:00:00+00:00,10199716,5943783,11449601
2022-02-05 00:00:00+00:00,10199716,5956350,11542793
2022-02-06 00:00:00+00:00,10199716,5966706,11621736
2022-02-07 00:00:00+00:00,10395471,5975786,11663338
2022-02-08 00:00:00+00:00,10439302,5985516,11765767
2022-02-09 00:00:00+00:00,10502141,5994301,11847436
2022-02-10 00:00:00+00:00,10555196,6002570,11923631
2022-02-11 00:00:00+00:00,10604200,6007991,11991109
2022-02-12 00:00:00+00:00,10604200,6014563,12053330
2022-02-13 00:00:00+00:00,10604200,6020095,12105675
2022-02-14 00:00:00+00:00,10672906,6023257,12134451
2022-02-15 00:00:00+00:00,10707286,6026988,12205474
2022-02-16 00:00:00+00:00,10744394,6031130,12265343
2022-02-17 00:00:00+00:00,10778607,6035143,12323398
2022-02-18 00:00:00+00:00,10809222,6039163,12377098
2022-02-19 00:00:00+00:00,10809222,6043661,12427773
2022-02-20 00:00:00+00:00,10809222,6047042,12469975
2022-02-21 00:00:00+00:00,10858000,6049952,12494459
2022-02-22 00:00:00+00:00,10880193,6052126,12554596
2022-02-23 00:00:00+00:00,10914105,6054307,12603758
2022-02-24 00:00:00+00:00,10949997,6056556,12651251
2022-02-25 00:00:00+00:00,10977524,6058715,12693320
2022-02-26 00:00:00+00:00,10977524,6060793,12732680
2022-02-27 00:00:00+00:00,10977524,6062701,12764558
2022-02-28 00:00:00+00:00,10977524,6064583,12782836
2022-03-01 00:00:00+00:00,11036085,6065801,12829972
2022-03-02 00:00:00+00:00,11054888,6067023,12867918
2022-03-03 00:00:00+00:00,11078028,6068074,12910506
2022-03-04 00:00:00+00:00,11100428,6069425,12948859
2022-03-05 00:00:00+00:00,11100428,6070616,12990223
2022-03-06 00:00:00+00:00,11100428,6071704,13026112
2022-03-07 00:00:00+00:00,11136425,6072656,13048774
2022-03-08 00:00:00+00:00,11159574,6073416,13109527
2022-03-09 00:00:00+00:00,11181510,6074155,13159342
2022-03-10 00:00:00+00:00,11204125,6074874,13214498
2022-03-11 00:00:00+00:00,11223974,6075656,13268459
2022-03-12 00:00:00+00:00,11223974,6076333,13323179
2022-03-13 00:00:00+00:00,11223974,6076819,13373207
2022-03-14 00:00:00+00:00,11223974,6077288,13402905
2022-03-15 00:00:00+00:00,11260040,6077861,13489319
2022-03-16 00:00:00+00:00,11260040,6078487,13563466
2022-03-17 00:00:00+00:00,11260040,6079231,13645834
2022-03-18 00:00:00+00:00,11324637,6079896,13724411
2022-03-19 00:00:00+00:00,11324637,6080589,13800179
2022-03-20 00:00:00+00:00,11324637,6081131,13861743
2022-03-21 00:00:00+00:00,11324637,6081639,13895188
2022-03-22 00:00:00+00:00,11378784,6081933,13992092
2022-03-23 00:00:00+00:00,11378784,6082226,14070450
2022-03-24 00:00:00+00:00,11378784,6082577,14153098
2022-03-25 00:00:00+00:00,11451676,6082943,14229495
2022-03-26 00:00:00+00:00,11451676,6083291,14304111
2022-03-27 00:00:00+00:00,11451676,6083643,14364723
2022-03-28 00:00:00+00:00,11451676,6083939,14396283
2022-03-29 00:00:00+00:00,11508309,6084240,14496579
2022-03-30 00:00:00+00:00,11508309,6084551,14567990
2022-03-31 00:00:00+00:00,11508309,6084916,14642354
2022-04-01 00:00:00+00:00,11551574,6085270,14719394
2022-04-02 00:00:00+00:00,11551574,6085618,14790806
2022-04-03 00:00:00+00:00,11551574,6085926,14845815
2022-04-04 00:00:00+00:00,11551574,6086233,14877144
